X,Y,OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
33.6000000000001,27.833333333,699,47985,47950,ZEIT BAY TERMINAL,EG,27.833333,33.6,27,50,N,33,36,E,172,62191,S,OR,F, , , ,Y, ,O,C,N,C,1,M, ,Y, , ,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y,Y, , ,Y, , ,Y, ,Y, , , , ,Y, , , , , ,N,N,N,N, , ,N, , 
33.8500000000001,27.216666667,700,47990,47950,EL GHARDAQA,EG,27.216667,33.85,27,13,N,33,51,E,172,62188,V,CN,F, ,Y, ,Y, ,N,K, ,N,1, , , , , ,Y, ,Y, , , , ,Y,Y, ,Y, ,Y, ,Y, , ,Y, , , ,Y, , , , , , , , , , , ,Y, , , ,N,Y,N,N,N,N,D, , 
33.283333333,28.1333333330001,701,48015,47950,RAS SHUKHIER,EG,28.133333,33.283333,28,8,N,33,17,E,172,62191,M,OR,F, ,Y, ,Y,N,J,A,N,F,0,M, , , , ,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y,Y,Y, , ,Y,Y, , ,Y,Y, ,Y,Y,Y,Y,Y, , ,Y, , , , , ,Y,N,N, , , , , , 
33.1000000000001,28.35,702,48020,47950,RAS GHARIB,EG,28.35,33.1,28,21,N,33,6,E,172,62195,V,OR,P, ,Y, ,Y, ,A,A, ,M,1,M,Y,Y, , ,Y,Y,Y, , ,N,N,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y, , , , , , ,N,Y, , ,Y, , , , , , , , ,Y,N,Y,Y,Y,Y,C, , 
32.5500000000001,29.966666667,703,48040,47950,AS SUWAYS,EG,29.966667,32.55,29,58,N,32,33,E,172,62193,L,CB,G,N,Y,N,Y, ,D,M,N,L,2,M, , ,Y,Y,Y,Y,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,N, , ,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y,Y,Y,Y,Y,B,M,L
32.466666667,29.8666666670001,704,48045,47950,EL-ADABIYA,EG,29.866667,32.466667,29,52,N,32,28,E,172,62193/4,S,CN,E, ,Y, ,Y, ,G,G,H, ,1,L, ,Y, , ,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y, , , ,Y, , ,Y, ,Y, ,Y,Y,Y,Y, , , , , , ,Y,Y,Y, , ,B, ,L
32.283333333,30.583333333,705,48050,47950,EL ISMAILIYA,EG,30.583333,32.283333,30,35,N,32,17,E,172,56082,S,LC,E, , , ,Y,Y,D,J,P, ,2,L, , , , ,Y,Y, , , , , ,Y,Y, , , ,Y,Y, , , ,Y, , , ,Y, , , , , , , , , , , , , , , ,Y,Y, , , , , , , 
33.1166666670001,29.033333333,706,48060,47950,RAS ABU ZANIMAH,EG,29.033333,33.116667,29,2,N,33,7,E,172,62195,S,CN,F, , , ,Y,Y,A,A,M, ,1,L,Y, , , ,Y, ,Y,Y, , ,N,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y, , ,Y, , ,Y, , , , , , , , , , , , ,Y,Y,N, , , ,C, , 
33.2,28.7500000000001,707,48065,47950,WADI FEIRAN,EG,28.75,33.2,28,45,N,33,12,E,172,62195,S,OR,F, , , ,Y, ,C,A, ,J,0,M,Y, , , ,Y,Y, , , , ,Y,Y,Y, , , ,Y,Y,Y, ,Y,Y,Y, , , , , ,Y, , , , , , , , , , , , , ,Y,Y,N, , , , , 
34.95,29.5500000000001,708,48076,48075,ELAT,IL,29.55,34.95,29,33,N,34,57,E,172,62220,S,CN,F,N,N,N,Y, ,A,A,K,J,1,L, ,Y,Y,N,Y,Y, , , ,Y,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y, ,Y, ,Y,Y, ,Y,Y, , , , ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y,C,S,S
35.0000000000001,29.516666667,709,48090,48080,AL AQABAH,JO,29.516667,35,29,31,N,35,0,E,172,62225,V,OR,P,N,N,N,Y, ,A,A,G,A,1,M, , ,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, ,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,B, , 
38.0500000000001,24.083333333,710,48120,48100,YANBU,SA,24.083333,38.05,24,5,N,38,3,E,172,62171,V,CB,P,N,Y,N,Y,Y,G, ,J,A,1,M, ,Y,Y,N,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,N,Y,N, , , ,Y, , ,Y, ,Y,Y,Y,Y, , ,Y,N,N, ,N,Y,Y,Y, ,N, ,C, , 
39.1833333330001,21.4833333330001,711,48140,48100,JIDDAH,SA,21.483333,39.183333,21,29,N,39,11,E,172,62241,S,CB,G,N,N,N,Y,N,F,M,M,M,1,M,N, ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y, , , , ,Y,Y, ,N,Y,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y,A,L,S
42.4833333330001,16.9,712,48142,48100,JIZAN,SA,16.9,42.483333,16,54,N,42,29,E,172,62276,S,CB,G,N, , ,Y, ,H,D,J,F,2,M,Y,Y, ,N,Y,Y,Y, , , ,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y, , , ,Y,Y, , ,Y,Y,Y,Y, ,Y,Y, , , , , ,Y,Y,Y,Y, , ,C, ,S
18.4333333330001,-34.183333333,713,46780,46725,SIMONSTOWN,ZA,-34.183333,18.433333,34,11,S,18,26,E,171,57483,V,CB,G, , , ,Y, ,L,H,L, ,1,M, , , , , ,Y, , ,Y,Y,Y, , , ,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,N,N, , ,D,M,S
22.15,-34.183333333,714,46800,46725,MOSSEL BAY,ZA,-34.183333,22.15,34,11,S,22,9,E,171,61051,S,CB,G,N,Y,N,Y,Y,L,C,O,J,2,M,Y, ,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y, , , , , ,Y,Y,Y, , , ,Y,Y,Y,Y, ,Y,C,M,M
25.6166666670001,-33.966666667,715,46820,46725,PORT ELIZABETH,ZA,-33.966667,25.616667,33,58,S,25,37,E,171,61061,M,CB,F,N,N,N,Y,Y,J,H,N,K,2,M,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, ,L
32.083333333,-28.8166666669999,716,46855,46725,RICHARDS BAY,ZA,-28.816667,32.083333,28,49,S,32,5,E,171,61100,M,CB,F,N,N,N,Y,Y,D,D,G,G,2,M, ,Y,Y,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y, , , , ,Y,Y, ,Y,Y,Y, , ,Y, ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , 
32.583333333,-25.966666667,717,46870,46860,MAPUTO,MZ,-25.966667,32.583333,25,58,S,32,35,E,171,61112/1,M,LC,E,N,N,N,Y,Y,K,F,J,K,4,M,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B,S,S
36.5000000000001,-18.5666666669999,718,46900,46860,CHINDE,MZ,-18.566667,36.5,18,34,S,36,30,E,171,61150,S,RN,F, , , ,Y, ,P,N, , ,3,M,Y, , , ,Y,Y,Y,Y,Y, ,Y, , , , , , , , , ,N,Y, ,Y, ,Y, , , ,Y, , , , , ,Y, , , , , ,Y,N, , , , , , , 
36.8833333330001,-17.8833333329999,719,46910,46860,QUELIMANE,MZ,-17.883333,36.883333,17,53,S,36,53,E,171,61150,V,RN,G, ,Y, ,Y, ,O,L,N, ,2,M,Y, ,Y,N,Y,Y, , ,Y, ,N,Y,Y, ,Y, ,Y,Y,Y,Y,Y, , , , ,Y, , , ,Y, , , , , ,Y,Y,Y, , , ,Y,Y,Y,N,N,N,C, , 
40.7333333330001,-15.033333333,720,46930,46860,MOCAMBIQUE,MZ,-15.033333,40.733333,15,2,S,40,44,E,171,61172/1,S,CN,F,Y,N,N,Y, ,L,C, , ,3, , , ,Y,N,Y,Y, , ,Y,N,N,Y,Y,Y,Y, ,Y, ,Y, , ,Y, , , ,Y, , ,N,Y, , , , , ,Y,Y,Y, , , ,Y,Y,N,Y,N,N,C, , 
40.6666666670001,-14.533333333,721,46935,46860,NACALA,MZ,-14.533333,40.666667,14,32,S,40,40,E,171,61170,V,CN,G,Y,N,N,Y, ,A,K,M,K,3,L,Y, , ,N,Y,Y,Y, ,Y, ,Y,Y,Y,Y, ,Y,Y,Y, , ,Y,Y, , , ,Y,Y, ,N,Y,Y,Y, , ,Y,Y,Y,Y, , , , ,Y, ,Y,N,Y,C, ,S
40.1333333330001,-10.266666667,722,46970,46965,MIKINDANI,TZ,-10.266667,40.133333,10,16,S,40,8,E,171,61181,V,CN,F, ,Y, ,Y, ,L,J,P, ,3, , , , , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y, , , , , , , , , , , , , , , , , , , , , , , , , ,D, , 
40.2,-10.266666667,723,46975,46965,MTWARA,TZ,-10.266667,40.2,10,16,S,40,12,E,171,61181,V,CB,G,N,Y,N,Y, ,C,N,K,K,3,L,N, ,N,N,Y,Y,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N, ,Y, , , ,Y,Y,Y,Y, , , ,N,Y,N,N,N,N,D, , 
39.3000000000001,-6.81666666699994,724,47010,46965,DAR ES SALAAM,TZ,-6.816667,39.3,6,49,S,39,18,E,171,61191,M,CN,E,Y,N,N,Y, ,K,H,L,J,3,L,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,C, ,S
39.766666667,-5.24999999999994,725,47020,46965,CHAKE CHAKE,TZ,-5.25,39.766667,5,15,S,39,46,E,171,61200,S,CN,F, , , , , ,G,H, , ,0,M, , , , , ,N,Y, , , ,N, , ,Y, , , , ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , ,N,N,N,N,N,N, , , 
39.6666666670001,-4.06666666699994,726,47100,47090,MOMBASA,KE,-4.066667,39.666667,4,4,S,39,40,E,171,61212,M,CT,G,N,Y,N,Y, ,G,M,K,N,3,M,Y,Y,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y,N,N,Y,Y, , , ,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,B,L,L
39.8666666670001,-3.63333333299994,727,47105,47090,KILIFI,KE,-3.633333,39.866667,3,38,S,39,52,E,171,61210,V,OR,P, , , ,Y,Y,O,G,K, ,1,M, , , , ,Y,Y, , , , , , , , , , , , , , , , , , , ,Y, , ,N, , , , , , , , , , , , ,N,N,N,N,N,N, , , 
40.1333333330001,-3.21666666699997,728,47107,47090,MALINDI,KE,-3.216667,40.133333,3,13,S,40,8,E,171,61210,S,CN,F, ,Y, , , , ,J, , ,1,M,Y, , , ,Y, , , , , , , , , , , ,Y, ,Y, , ,Y, , , ,Y, , , , , , , , , , , , , , , , , ,Y,Y, , , , , 
44.783333333,1.71666666700003,729,47150,47120,MARKA,SO,1.716667,44.783333,1,43,N,44,47,E,171,61240,V,OR,F,Y, , ,Y, ,A,B,P, ,3, ,N, , , ,Y, ,N, , , ,N, , , ,Y,Y, , , , , ,Y, , , ,Y, , , , ,Y, , , , ,Y, , , , , ,Y,Y,N,N,N,N, , , 
45.3500000000001,2.03333333300003,730,47160,47120,MUQDISHO,SO,2.033333,45.35,2,2,N,45,21,E,171,61240,L,CB,F, ,Y, ,Y, ,J,H,K,J,3,L,Y, ,Y,Y,Y,Y,Y, , ,Y,Y,Y, ,Y,N, ,Y, ,Y, , ,Y, , , ,Y, , ,N, ,Y, , , ,Y,Y,Y,Y, , , ,Y,Y,Y,N,N,N,N, , 
43.7500000000001,-12.266666667,731,47310,47295,FOMBONI,KM,-12.266667,43.75,12,16,S,43,45,E,171,61311,V,OR,F, ,Y, ,Y, ,A,E,F, ,2,M,Y, ,Y,N,Y, ,N, , , ,N, , , , , ,Y, ,Y, , ,Y, , , ,Y, , , ,N,N,N, , , , , , , , , , , , , , , ,N, , 
44.4,-12.15,732,47320,47295,MOUTSAMOUDU,KM,-12.15,44.4,12,9,S,44,24,E,171,61311,V,OR,F, , , ,Y, ,K,A,L,J,2,M, , ,Y,N,Y,Y, , , , ,Y, , ,Y,Y, , , ,Y, , ,Y, , , ,Y,Y, ,Y,N,N,N, , , , ,Y, , , , ,Y,Y,N,N, , ,N, , 
46.3000000000001,-15.716666667,733,47400,47350,MAHAJANGA,MG,-15.716667,46.3,15,43,S,46,18,E,171,61434,V,CN,F,N,N,N,Y, ,K,M,L,K,4,L,Y,Y,Y,N,Y, ,Y, ,Y, ,Y,Y,Y, , ,Y,Y, ,Y, , ,Y, , , ,Y, , ,N,Y,Y, , , ,Y,Y,Y,Y, , , ,N,Y,N,Y, , ,C, , 
17.966666667,-33.033333333,734,46750,46725,SALDANHA BAY,ZA,-33.033333,17.966667,33,2,S,17,58,E,123,57471/2,M,CB,F,N,Y,N,Y,Y,A,F,B,A,2,L,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y,Y, , ,Y, ,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, , , , ,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C, ,M
18.4166666670001,-33.916666667,735,46770,46725,CAPE TOWN,ZA,-33.916667,18.416667,33,55,S,18,25,E,123,57484,L,CB,G,Y,N,N,Y,Y,F,A,H,H,1,L,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
7.08333333300004,4.71666666700003,736,46207,46120,OKRIKA,NG,4.716667,7.083333,4,43,N,7,5,E,123,57142,V,RN,F,Y,Y, ,Y, ,L,H, ,L,5,L, , , , ,Y,Y, , ,Y, ,Y,Y, ,Y, , ,Y,Y, , ,Y, , , , ,N, , ,Y, , , , , , , , , , , , ,Y,Y,Y, , , ,D, , 
7.00000000000006,4.76666666700004,737,46210,46120,PORT HARCOURT,NG,4.766667,7,4,46,N,7,0,E,123,57142,V,RN,F,Y,N,N,Y, ,L,F,L,L,2,L, , , , ,Y,Y,Y, ,Y,N,Y,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y, , , ,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,B, ,M
8.33333333300004,4.21666666700003,738,46225,46120,ANTAN OIL TERMINAL,NG,4.216667,8.333333,4,13,N,8,20,E,123,57160,S,OR,P, ,Y, ,Y, ,A,A, ,A,2,L,Y,Y, , ,Y,Y,Y, , ,N,N,Y, ,Y,Y, ,Y,Y, , , ,Y, , , ,Y,N, ,Y, , , , , , , ,Y, , , , ,N,N,N, , , ,N, , 
8.31666666700005,4.96666666700003,739,46230,46120,CALABAR,NG,4.966667,8.316667,4,58,N,8,19,E,123,57164,V,RN,E,Y,N,N,Y, ,L,B,L,L,2,L,Y, , , ,Y,Y,Y, , , ,Y, , , ,Y,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y,Y, , , ,N,Y,Y,N,Y,Y,C,S, 
9.68333333300006,4.05000000000007,740,46280,46250,DOUALA,CM,4.05,9.683333,4,3,N,9,41,E,123,57161,M,RN,G,N,N,N,Y, ,L,J,H,H,3,L,Y, ,Y,Y,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y, ,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y, , ,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,L,L
8.55000000000007,4.25000000000006,741,46285,46250,KOLE OIL TERMINAL,CM,4.25,8.55,4,15,N,8,33,E,123,57160,V,OR,P,N,Y,N,Y,N, ,A, ,A,2,M,Y,Y, ,Y,Y,Y,N, , ,N,Y,Y,Y,Y, , ,Y,Y,Y, ,Y, ,Y, , ,Y,N, ,N, , , , , , , ,Y, , , , ,N,N,N, , , ,B, , 
9.76666666700004,1.86666666700006,742,46305,46300,BATA,GQ,1.866667,9.766667,1,52,N,9,46,E,123,57170,V,OR,P, ,Y, ,Y, ,J,J,G,J,2,L,Y, , , ,Y, ,Y, , , ,Y, , , , ,Y, , ,Y, ,Y,Y, , , ,Y, , ,N,Y,Y, , , , ,Y,Y,Y,Y, , ,N,Y,N,N,N,N,D, , 
9.45000000000005,0.383333333000053,743,46430,46410,LIBREVILLE,GA,0.383333,9.45,0,23,N,9,27,E,123,57182,M,OR,G,Y,Y,N,Y, ,P,L,P, ,2, ,Y, , ,Y,Y,Y,N, ,Y, ,Y, , ,Y, , ,Y, ,Y,Y, ,Y, , , ,Y, , ,N,Y,Y, , , ,Y,Y,Y,Y, , , ,Y,Y,Y,N,N,N,C, , 
9.50000000000006,0.28333333300003,744,46435,46410,PORT OWENDO,GA,0.283333,9.5,0,17,N,9,30,E,123,57182,S,OR,G, , , ,Y, ,J,K,J, ,2,L,Y, , , ,Y,Y,Y, , , ,Y, , , ,Y, ,Y, ,Y,Y,Y,Y, , , ,Y, , , ,Y,Y, , , ,Y, ,Y, , , , ,N,Y,Y,N, , ,C, ,S
8.80000000000007,-0.7,745,46440,46410,PORT GENTIL,GA,-0.7,8.8,0,42,S,8,48,E,123,57201,M,CN,E,N,N,N,Y, ,G,H,K,H,2,L,Y, , ,N,Y,Y,Y,Y, ,N,Y, , , ,Y, ,Y, ,Y,Y,Y,Y,Y, , ,Y, , ,N,Y,Y,Y, , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,N,N, , 
8.71666666700003,-0.633333332999939,746,46445,46410,CAP LOPEZ,GA,-0.633333,8.716667,0,38,S,8,43,E,123,57201,V,OR,F,Y,Y,N,Y, ,A,A, ,A,2,L,Y, ,Y,N,Y,Y,Y, , ,Y,Y, , , ,Y, ,Y, , , ,Y, , , , , ,N,Y,N, , , , , , , , , , , , , ,Y,Y,Y,Y,Y,C, , 
8.91666666700007,-1.46666666699997,747,46446,46410,OGUENDJO TERMINAL,GA,-1.466667,8.916667,1,28,S,8,55,E,123,57200,S,OR,P, , , ,Y, ,B,A, ,A,0,L, ,Y, , ,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y, , ,Y, , , , ,N,N, ,N, , , , , , , ,Y, , , , ,N,N,N,N, , ,N, , 
10.0000000000001,-2.83333333299993,748,46453,46410,GAMBA OIL TERMINAL,GA,-2.833333,10,2,50,S,10,0,E,123,57220,V,OR,P,Y,Y,N,Y, ,A,A, ,B,2,L,Y,Y,Y,N,Y,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, ,Y, , ,Y,Y, , ,N,N, ,N, , , , , , , , , , , , ,N,N,N,N,N,N,N, , 
11.833333333,-4.78333333299997,749,46470,46455,POINTE NOIRE,CG,-4.783333,11.833333,4,47,S,11,50,E,123,57241,S,CB,G,N,N,N,Y, ,J,G,H,K,1,L,Y, ,Y,N,Y,Y,Y, ,Y,N,Y,Y, ,Y,Y, ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,N,Y, ,N, ,N,Y,Y,Y,Y, , ,Y,Y,Y,Y,Y,Y,Y,B,S,L
12.083333333,-5.43333333299995,750,46487,46478,MALONGO OIL TERMINAL,AO,-5.433333,12.083333,5,26,S,12,5,E,123,57243,S,OR,P, ,Y, ,Y, , ,A, ,A,2,L,Y, , , ,Y,Y,Y,Y,Y, ,Y, , , ,Y, ,Y,Y,Y, ,Y,Y, , , , ,N, ,N, , , , , , , , , , , , ,N,N,N,N, , ,N, , 
12.2,-5.53333333299997,751,46490,46478,CABINDA,AO,-5.533333,12.2,5,32,S,12,12,E,123,57243,S,OR,G, ,N,N,N,Y,O,K,O,K,1,L,Y,Y,Y,N,Y,Y,Y, ,Y,N,N, ,Y, , , ,Y, ,Y, , ,Y, , , ,Y,N, ,N,Y, , , , , ,Y,Y,N,N,N,N,N,Y,Y,N,N,N,B, , 
12.3833333330001,-5.98333333299996,752,46510,46500,BANANA,CD,-5.983333,12.383333,5,59,S,12,23,E,123,57242,V,RN,G, ,Y,N,Y, ,N,H,N,J,1,M, , , , ,Y,Y,Y,Y,Y,N,Y,Y, ,Y, , ,Y, ,Y, ,Y,Y, , , ,Y,N, ,Y,Y, , , , , ,Y, , , , , ,N,N,Y,Y,N,N,N, , 
13.0500000000001,-5.84999999999997,753,46520,46500,BOMA,CD,-5.85,13.05,5,51,S,13,3,E,123,57245,S,RN,F, , , ,Y,Y,L,L,K, ,2,M,Y, , , ,Y,Y, , ,Y,N,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y, , ,N, ,Y, , , , ,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,B,S,M
12.4,-6.94999999999993,754,46547,46540,PALANCA TERMINAL,AO,-6.95,12.4,6,57,S,12,24,E,123,57260,S,OR,P, ,Y, ,Y,Y, ,A, ,A,2,L,Y, , , ,Y,Y,Y, , , ,Y, , , ,Y, ,Y,Y, , , , , , , ,Y,Y, ,N, , , , , , , , , , , , , , ,N,N, , ,N, , 
13.1,-7.83333333299993,755,46550,46540,PORTO DO AMBRIZ,AO,-7.833333,13.1,7,50,S,13,6,E,123,57260,V,CB,P, ,Y, ,Y, ,O,N,N, ,1,M, , , , , ,Y,Y, , , ,Y, , , ,Y,Y,Y, , , ,Y,Y, , , , , , , , , , , , , , , , , , , , , , ,Y, , , , , 
13.2500000000001,-8.79999999999995,756,46560,46540,LUANDA,AO,-8.8,13.25,8,48,S,13,15,E,123,57262,S,CN,E, , , ,Y, ,H,A,K,H,1,L,Y,Y,Y,Y,Y,Y,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y, ,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,C,S, 
13.5666666670001,-12.3333333329999,757,46590,46540,LOBITO,AO,-12.333333,13.566667,12,20,S,13,34,E,123,57282,S,CN,G,N,N,N,Y,Y,G,G,K,K,2,L,Y, ,Y,N,Y,Y,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,N, ,Y,C,S, 
12.15,-15.1999999999999,758,46610,46540,NAMIBE,AO,-15.2,12.15,15,12,S,12,9,E,123,57300,S,OR,F,N,Y,N, ,Y,E,L,E,J,2,L,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,N, ,N,Y,Y,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y,Y,N,N,C, ,S
-14.416666667,-7.93333333299995,759,46670,46660,GEORGETOWN,SH,-7.933333,-14.416667,7,56,S,14,25,W,123,57487,M,OR,P, , , ,Y, ,A,C,P,J,1,L,N, , , ,Y,N,N, , ,N,N,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, , , ,Y,Y, ,N,Y,Y, , , , ,Y,Y,Y,N,N,Y,N,N,N,N, , ,C, , 
7.16666666700007,4.45000000000005,760,46205,46120,BONNY,NG,4.45,7.166667,4,27,N,7,10,E,123,57141/0,M,RN,G,Y,Y,N,Y,N,G,D, ,H,3,L,Y, ,Y,N,Y,Y,Y, , ,N,N,Y, , ,Y, ,Y,Y,Y, ,Y,Y, , , ,Y, , ,N, , , , , , , , , , , , ,Y,Y,Y,Y,N,N,N, , 
-16.5666666669999,13.45,761,45825,45824,BANJUL,GM,13.45,-16.566667,13,27,N,16,34,W,143,51032,V,RN,F,Y,N,N,Y,N,L,G,K,N,2,M,Y,Y,Y,Y,Y,Y, , , , ,Y,Y,Y,Y,Y, ,Y,Y,Y, ,Y,Y,Y, , ,Y,Y, ,Y, ,Y, , , , ,Y,Y,Y, , , ,Y,Y,Y,N,Y,Y,C, , 
-16.233333333,12.283333333,762,45835,45833,RIO CACHEU,GW,12.283333,-16.233333,12,17,N,16,14,W,143,51560,V,RN,G, , , ,Y, ,O,J,P, ,2, ,Y, , , ,Y,Y, , , , , , , , , , , , , , , ,Y, , , , , , , , , , , , , , ,Y, , , , , , , , , , ,D, , 
-15.6333333329999,11.8666666670001,763,45838,45833,BISSAU,GW,11.866667,-15.633333,11,52,N,15,38,W,143,51580,V,RN,G,Y, ,N,N, ,J,N,L,O,6,L,Y, ,Y,Y,Y,Y,Y, ,Y,N,N,Y,Y,Y,Y, ,Y,Y,Y, ,Y,Y, , , ,Y, , , , ,Y, , , ,Y,Y,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y,B, , 
-14.5666666669999,10.8166666670001,764,45845,45842,VICTORIA,GN,10.816667,-14.566667,10,49,N,14,34,W,143,51580,V,RN,G,Y, , ,Y, ,N,M, , ,14, , , , , ,Y,Y, , , , , , , , , ,Y, , , ,Y, ,Y, , , , , , , , , , , , , , , , , , , ,Y, , , , , , , , 
-14.6166666669999,10.6333333330001,765,45850,45842,KAMSAR,GN,10.633333,-14.616667,10,38,N,14,37,W,143,51580/03,V,RN,F,Y, , ,Y, ,M,K,N,H,3,M,Y,Y, ,Y,Y,Y, , , , ,Y, ,Y, ,Y, ,Y,Y,Y, ,Y, ,Y, , ,Y,N, ,N,Y, , ,Y,Y,Y, , , , , , ,N,Y,Y,Y, , ,N, , 
