X,Y,OBJECTID,INDEX_NO,REGION_NO,PORT_NAME,COUNTRY,LATITUDE,LONGITUDE,LAT_DEG,LAT_MIN,LAT_HEMI,LONG_DEG,LONG_MIN,LONG_HEMI,PUB,CHART,HARBORSIZE,HARBORTYPE,SHELTER,ENTRY_TIDE,ENTRYSWELL,ENTRY_ICE,ENTRYOTHER,OVERHD_LIM,CHAN_DEPTH,ANCH_DEPTH,CARGODEPTH,OIL_DEPTH,TIDE_RANGE,MAX_VESSEL,HOLDGROUND,TURN_BASIN,PORTOFENTR,US_REP,ETAMESSAGE,PILOT_REQD,PILOTAVAIL,LOC_ASSIST,PILOTADVSD,TUGSALVAGE,TUG_ASSIST,PRATIQUE,SSCC_CERT,QUAR_OTHER,COMM_PHONE,COMM_FAX,COMM_RADIO,COMM_VHF,COMM_AIR,COMM_RAIL,CARGOWHARF,CARGO_ANCH,CARGMDMOOR,CARBCHMOOR,CARICEMOOR,MED_FACIL,GARBAGE,DEGAUSS,DRTYBALLST,CRANEFIXED,CRANEMOBIL,CRANEFLOAT,LIFT_100_,LIFT50_100,LIFT_25_49,LIFT_0_24,LONGSHORE,ELECTRICAL,SERV_STEAM,NAV_EQUIP,ELECREPAIR,PROVISIONS,WATER,FUEL_OIL,DIESEL,DECKSUPPLY,ENG_SUPPLY,REPAIRCODE,DRYDOCK,RAILWAY
17.9333333330001,62.766666667,1578,26290,24975,UTANSJO,SE,62.766667,17.933333,62,46,N,17,56,E,195,44221,V,CN,G,N,N,N,Y, ,L,F,L,K,0,L,Y, ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , , ,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , , , , , , , , , , 
17.8833333330001,62.833333333,1579,26310,24975,GUSTAVSVIK,SE,62.833333,17.883333,62,50,N,17,53,E,195,44221,V,CN,G,N,N,N,Y,Y,K,J,O, ,0,M,Y, ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , ,Y,Y,Y, , , , , , ,N,Y,Y, , , , ,Y, , , , , , , , , , , ,B,M,S
17.8833333330001,62.8833333330001,1580,26340,24975,LUNDE,SE,62.883333,17.883333,62,53,N,17,53,E,195,44221,V,CN,G,N,N,N,Y,Y,K, ,O, ,0,L, , ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , ,Y,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y, , , , ,C, ,S
17.8000000000001,62.9333333330001,1581,26380,24975,KRAMFORS,SE,62.933333,17.8,62,56,N,17,48,E,195,44221,V,CN,G,N,N,N,Y,Y,M,C,M, ,0,L,Y, ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , ,Y,Y,Y, , , , , , ,N, , ,Y, , , ,Y, , , , , ,Y, , , , , ,C, ,S
17.266666667,60.6833333330001,1582,25570,24975,KARSKAR,SE,60.683333,17.266667,60,41,N,17,16,E,195,44200,V,CN,G,N,Y,Y,Y, ,M,J,O,N,0,M, ,N,N, ,Y,Y, , , , ,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , , ,Y, ,Y, , , , , , , , , , , , ,Y,Y,Y, , , ,C, ,S
17.716666667,62.9833333330001,1583,26420,24975,VAJA,SE,62.983333,17.716667,62,59,N,17,43,E,195,44221,V,RN,G,N,N,N,Y, ,O,C,L, ,0,L,Y, ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , ,Y,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , 
17.7,63.0000000000001,1584,26430,24975,BOLLSTABRUK,SE,63,17.7,63,0,N,17,42,E,195,44221,V,CN,G,N,N,N,Y, ,M,K,N, ,0,L,Y, ,N,N,Y,Y,Y, , , , , , , ,Y, ,Y, , ,Y,Y,Y, , , , , , ,N, , , , , , , , , , , , , , , , , , , , , 
16.4166666670001,56.3500000000001,1585,24790,24735,DEGERHAMN,SE,56.35,16.416667,56,21,N,16,25,E,194,44140,V,CB,P,N,Y,Y,Y,N,M,L,M,N,0,M,Y,N,N,N,Y,Y,Y,Y, , ,Y, ,Y, ,Y,Y,Y, ,Y, ,Y,Y, , , ,Y,Y, ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y, , , ,C, , 
18.5000000000001,57.1166666670001,1586,24810,24806,RONEHAMN,SE,57.116667,18.5,57,7,N,18,30,E,194,44420,S,CN,F,N,N,Y,Y,Y,B,N,M, ,0,M,Y,N,N,N,Y,Y,Y,Y, ,N,Y, , , ,Y,Y,Y,Y, , ,Y,Y, , , ,Y,Y, ,Y, , , , , , , , , , , , , ,Y, , , , ,C, , 
18.8166666670001,57.7,1587,24840,24806,SLITE,SE,57.7,18.816667,57,42,N,18,49,E,194,44420,S,OR,G,N,N,Y,Y,Y,O,N,M,M,0,M,Y, ,Y,N,Y,Y,Y, , ,N,N, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y, , ,N,Y,Y, , , , ,Y, , , , , ,Y,Y,Y, , ,Y,C, , 
19.0500000000001,57.9166666670001,1588,24900,24806,FAROSUND,SE,57.916667,19.05,57,55,N,19,3,E,194,44410,S,CN,F,N,N,N,Y,N,N,N,L, ,0,M,Y,N,N,N,Y,Y,Y,Y,Y, , , , , ,Y, , ,Y, , ,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , ,M
18.8000000000001,57.833333333,1589,24940,24806,STORUGNS,SE,57.833333,18.8,57,50,N,18,48,E,194,44410,V,OR,P,N,N,N,Y, ,K,K,M, ,0,M,Y, ,Y,N,Y,Y,Y, , ,N,N,Y,Y, , , ,Y, ,Y, ,Y,Y, , , ,Y, , , ,Y, , , , , ,Y,Y, , , , ,Y,N,Y, , , ,C, , 
18.283333333,57.6333333330001,1590,24950,24806,VISBY,SE,57.633333,18.283333,57,38,N,18,17,E,194,44420,S,CB,G,N,Y,N,N,N,N,A,M,M,0,M,Y, ,Y,N,Y,Y,Y,Y,Y,N,Y, ,Y, , , ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,Y, ,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y, , , ,C, ,S
18.2,57.3833333330001,1591,24960,24806,KLINTEHAMN,SE,57.383333,18.2,57,23,N,18,12,E,194,44160,V,CB,F,N,Y,N,Y,N,N,J,N, ,0,M,Y, ,N,N,Y, ,Y, , ,N,N, , , , , ,Y,Y,Y, ,Y,Y, , , , , , ,N, ,Y, , , , ,Y,Y, , , , ,Y,Y,Y,Y, , ,C, , 
16.533333333,57.7333333330001,1592,25050,24975,VERKEBACK,SE,57.733333,16.533333,57,44,N,16,32,E,194,44160/1,V,CN,G,N,N,N,Y,Y,M,A,P, ,0,M, ,N,N,N,Y,Y, ,Y, ,N,N, , , , , , , , ,Y,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y, , , , , , 
16.65,57.766666667,1593,25060,24975,VASTERVIK,SE,57.766667,16.65,57,46,N,16,39,E,194,44160,S,CB,E,N,N, ,Y,Y,O,K,N,L,0,M,Y, ,N,N,Y,Y,Y,Y, ,N,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y, , , , , ,S
16.2,58.583333333,1594,25190,24975,NORRKOPING,SE,58.583333,16.2,58,35,N,16,12,E,194,44162/0,M,RN,G,N,N, ,Y,Y,L,D,N,N,0,M,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,N,Y,Y, ,Y, ,Y,Y,Y, , , , , ,Y,Y, , , ,C,S,M
17.1166666670001,58.6666666670001,1595,25280,24975,OXELOSUND,SE,58.666667,17.116667,58,40,N,17,7,E,194,44164,S,CN,G,N,N,Y,Y,Y,N,G,J,H,0,M, , ,Y,N,Y,Y,Y, , , ,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y, , , ,Y,Y,Y,Y, , , ,C, ,S
17.016666667,58.7500000000001,1596,25290,24975,NYKOPING,SE,58.75,17.016667,58,45,N,17,1,E,194,44160,S,RB,G,N,N,Y,Y,Y,K,N,N, ,0,M,Y, ,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y, , ,Y, ,Y, , ,Y, ,Y,Y,N,N,N,N,Y,Y,Y, ,N,N,C, ,S
17.65,59.1833333330001,1597,25320,24975,SODERTALJE,SE,59.183333,17.65,59,11,N,17,39,E,194,44192,S,LC,G,N,N,Y,Y,Y,L,L,L,M,0,M,Y,N,N, ,Y,Y,Y,Y, , ,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,N,Y, , , , ,Y,Y,Y, , , ,Y, ,Y,Y, , , ,C, ,M
17.966666667,58.9,1598,25330,24975,NYNASHAMN,SE,58.9,17.966667,58,54,N,17,58,E,194,44178,S,CN,E,N,N,N,Y, ,G,L, ,J,0,M, , ,Y,N,Y,Y,Y, , , ,Y, ,Y, , , ,Y, , ,Y,Y,Y, , , , , , ,Y,Y, , , , ,Y, ,Y, , , , , ,Y,Y,Y, ,Y,C, , 
18.3833333330001,59.3166666670001,1599,25360,24975,GUSTAVSBERG,SE,59.316667,18.383333,59,19,N,18,23,E,194,44180,V,CN,E, , , ,Y,Y,O,J,O, ,0,M, ,N,N, ,Y,Y, , , , , , , , , , ,Y, , , ,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y, ,Y, , , , , , 
18.9166666670001,59.283333333,1600,25370,24975,SANDHAMN,SE,59.283333,18.916667,59,17,N,18,55,E,194,44184/5,V,CN,G,N,N,N,Y,Y,J,D,O, ,0,M,Y,N,N, ,Y,Y, , , , , , , , , , ,Y, , , ,Y,Y, ,Y, , , , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , , 
18.0500000000001,59.333333333,1601,25380,24975,STOCKHOLM,SE,59.333333,18.05,59,20,N,18,3,E,194,44182,L,CB,G,N,N,Y,Y,Y,K,F,M,N,0,M, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,L,M
16.5500000000001,59.6166666670001,1602,25395,24975,VASTERAS,SE,59.616667,16.55,59,37,N,16,33,E,194,44193,M,LC,G,N,N,N,N,Y,N,M,O,N,0,M, , ,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,B, ,S
18.8166666670001,60.1000000000001,1603,25440,24975,GRISSLEHAMN,SE,60.1,18.816667,60,6,N,18,49,E,195,44200,V,CN,F,N,N,Y,Y, ,N,L,P, ,0,M,Y,N,N, ,Y,Y,Y,Y, , , , , , ,Y,Y, , , , ,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y,Y, , , , , ,M
18.583333333,60.0500000000001,1604,25460,24975,HALLSTAVIK,SE,60.05,18.583333,60,3,N,18,35,E,195,44203,V,RB,E,N,N,Y,Y,Y,M,N,M, ,0,M,Y, ,Y,N,Y,Y, , ,Y, ,Y, , , ,Y,Y,Y, , ,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , , , ,Y,Y, , , , ,Y,Y,Y, , , ,C, ,M
18.45,60.1833333330001,1605,25480,24975,HARGSHAMN,SE,60.183333,18.45,60,11,N,18,27,E,195,44203,V,CN,E,N,N,N,Y,Y,L,M,M, ,0,L,Y, ,Y,N,Y,Y,Y, , , ,Y, , , ,Y,Y,Y, , , ,Y,Y, , , , ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y, , , , , ,Y,Y, , , , , ,S
17.4,60.65,1606,25550,24975,SKUTSKAR,SE,60.65,17.4,60,39,N,17,24,E,195,44205,S,CN,G,N,N,Y,Y, ,M,M,N,N,0,L,Y,N,N, ,Y,Y, ,Y,Y, ,Y, , , ,Y,Y, , ,Y,Y,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y, , , ,C, ,S
16.45,57.266666667,1607,24690,23860,OSKARSHAMN,SE,57.266667,16.45,57,16,N,16,27,E,194,44015,S,CN,G,N,N,N,Y,Y,M,G,N,K,0,M,Y, ,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , ,Y, ,Y,Y,Y, , , ,B,S,L
16.5000000000001,57.3666666670001,1608,24720,23860,FIGEHOLM,SE,57.366667,16.5,57,22,N,16,30,E,194,44160,V,CN,F,N,N,N,Y,N,O,L,O, ,0,M,Y, ,N,N,Y,Y,Y,Y,Y, , , , , ,Y, ,Y, ,Y, ,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y, , , , , , , 
10.6666666670001,59.45,1609,23830,20620,MOSS,NO,59.45,10.666667,59,27,N,10,40,E,193,43379,S,CN,G,Y,N, ,Y,Y,J,C,L,K,2,L, , ,Y,N,Y,N,Y, , , ,Y, ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , , ,Y, , ,Y,Y,Y, ,Y,Y, ,Y, , , , , ,Y, , ,Y,Y,C,M,L
11.1,59.266666667,1610,23835,20620,SARPSBORG,NO,59.266667,11.1,59,16,N,11,6,E,193,UK879,V,RN,G,N,Y,N,Y,Y,N, ,N,L,1,M, , ,Y,N,Y,Y,Y, , , ,Y, ,Y,Y, , ,Y,Y,Y,Y,Y, , , , ,Y,Y, ,N,Y,Y, , , ,Y, ,Y, , , , , ,Y, ,Y,Y,Y,C, ,S
10.95,59.2,1611,23840,20620,FREDRIKSTAD,NO,59.2,10.95,59,12,N,10,57,E,193,43377,S,RN,G,N,Y,N,Y,Y,N,L,O,M,1,L, , ,Y,N,Y,Y,Y, ,Y, ,Y, ,Y,Y,Y,Y,Y,Y, ,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,B,M,S
11.3833333330001,59.1166666670001,1612,23850,20620,HALDEN,NO,59.116667,11.383333,59,7,N,11,23,E,193,43373,S,RN,G,Y,Y, ,Y,Y,M,H,N, ,1,L,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y, ,Y,Y, ,N,Y,Y,Y, , , ,Y, , , , , ,Y,Y,Y, , , ,C, ,S
11.1666666670001,58.9333333330001,1613,23870,23860,STROMSTAD,SE,58.933333,11.166667,58,56,N,11,10,E,193,43373,V,CB,E,N,N,N,Y, ,L,H, ,H,1, ,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, , , ,Y,Y,Y, , ,Y,Y,Y, , , ,Y, , ,N,Y,Y, , , , ,Y,Y, , , , , ,Y,Y, ,N,N,C, ,S
11.266666667,58.6833333330001,1614,23890,23860,GREBBESTAD,SE,58.683333,11.266667,58,41,N,11,16,E,193,43360,V,CN,G,N,N,N,Y, ,O,M,N, ,0,M, , ,N,N,Y,Y, ,Y,Y, , , , , , , , , , , ,Y,Y, , , , , , ,N, , , , , , , , , , , , ,Y,Y, , , , ,C, ,S
11.283333333,58.6000000000001,1615,23900,23860,FJALLBACKA,SE,58.6,11.283333,58,36,N,11,17,E,193,43360,V,CN,G,N,N,Y,Y,Y,M,L,N, ,0,M, , ,N,N,Y,Y, ,Y,Y, , , , , , , , , , , , , , , , , , , ,N,Y, , , , , ,Y, , , , , , ,Y, , , , ,C, , 
11.333333333,58.4833333330001,1616,23905,23860,BOVALLSTRAND,SE,58.483333,11.333333,58,29,N,11,20,E,193,43375,V,CN,F,N,N,Y,Y, ,L,K,O, ,0,M, , ,N,N,Y,Y, ,Y,Y, , , , , , , , , , , ,Y, , , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y, , , , , , ,M
11.3000000000001,58.4333333330001,1617,23910,23860,HUNNEBOSTRAND,SE,58.433333,11.3,58,26,N,11,18,E,193,43375,V,CN,G,N,N,N,Y,Y,O,L,N, ,0,M,Y, ,N,N,Y,Y, ,Y,Y, , , , , , , , , , , ,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y, , , , , , , 
11.4333333330001,58.266666667,1618,23970,23860,LYSEKIL,SE,58.266667,11.433333,58,16,N,11,26,E,193,43384,V,CB,G,N,N,Y,Y, ,L,H,M, ,0,L,Y, ,Y,N,Y,Y,Y, , , ,Y, ,Y, ,Y,Y,Y, , ,Y,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y, , ,Y, , ,Y, , , , ,Y,Y,Y, , , ,C, ,S
11.9166666670001,58.3500000000001,1619,23990,23860,UDDEVALLA,SE,58.35,11.916667,58,21,N,11,55,E,193,43384,M,RB,G,N,N,N,Y,Y,N,A,N,K,1,M,Y, ,Y,N,Y,Y, , , , ,Y,Y,Y, , , ,Y, ,Y,Y,Y,Y,Y, , ,Y,Y, ,Y,Y,Y, , ,Y,Y,Y,Y, , , , , ,Y,Y,Y,Y,Y,C, , 
11.583333333,57.8833333330001,1620,24010,23860,MARSTRAND,SE,57.883333,11.583333,57,53,N,11,35,E,193,44041,V,CN,G,N,Y,N,Y,Y,O,K,Q, ,1,M, , ,N,N,Y,Y,Y, ,Y, ,Y, , , , , ,Y, , , ,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y,Y, , , ,B, ,M
11.966666667,57.7,1621,24020,23860,GOTEBORG,SE,57.7,11.966667,57,42,N,11,58,E,193,44042,L,RT,G,N,N, ,Y,Y,L,A,N,L,0,L,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,A,M,L
12.2500000000001,57.1166666670001,1622,24030,23860,VARBERG,SE,57.116667,12.25,57,7,N,12,15,E,193,44044,M,CB,G,N,N,N,Y, ,J,G,N,M,0,M,Y,Y,Y,N,Y,Y,Y, ,Y, ,Y, ,Y, , , ,Y, ,Y,Y,Y, , , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y, , , ,C, ,M
12.5000000000001,56.9,1623,24040,23860,FALKENBERG,SE,56.9,12.5,56,54,N,12,30,E,193,44044,M,CB,G,N,Y,Y,Y,Y,M,N,M,M,1,M, ,Y, , ,Y,Y,Y, ,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y, , , , ,Y,Y,Y,Y,Y,Y,Y,B,M,L
12.8666666670001,56.6666666670001,1624,24050,23860,HALMSTAD,SE,56.666667,12.866667,56,40,N,12,52,E,193,44045,S,CB,G,N,N, ,Y,Y,J,L,M,L,3,M,Y,Y,Y,N,Y, ,Y, ,Y, ,Y, ,Y, ,Y, ,Y,Y, ,Y,Y, , , , ,Y, , ,Y,Y,Y, ,Y, ,Y,Y,Y, , , , , ,Y,Y, , , ,B,S,L
12.5500000000001,56.2,1625,24100,23860,HOGANAS,SE,56.2,12.55,56,12,N,12,33,E,194,44048,V,CB,F,Y,N,Y,Y, ,L, ,N,M,2,M, ,Y,N,N,Y,Y,Y,Y,Y,N,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , , ,Y, ,Y,Y,Y, , , ,Y, ,Y, , , , ,Y,Y,Y, , , ,C, ,S
12.7,56.0500000000001,1626,24120,23860,HELSINGBORG,SE,56.05,12.7,56,3,N,12,42,E,194,44048,M,CB,G,N,Y,N,Y,N,K,G,N,L,0,M,N, ,Y,N,Y, ,Y, , , ,Y,Y, , ,Y,Y,Y, , ,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , , ,Y,Y, , , ,Y, ,Y,Y,Y,Y,Y,Y,B,S,M
12.833333333,55.8666666670001,1627,24180,23860,LANDSKRONA,SE,55.866667,12.833333,55,52,N,12,50,E,194,44048,S,CN,G,N,N,N,Y,Y,J,K,N, ,3,M,N,Y,Y,N,Y, ,Y, ,Y, ,Y, ,Y, ,Y, ,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, ,Y,Y, ,Y, , , , , ,Y,Y,Y,Y,Y,Y,A,M,M
13.0000000000001,55.6166666670001,1628,24210,23860,MALMO,SE,55.616667,13,55,37,N,13,0,E,194,44051,L,CB,G,N,N, ,Y,Y,L,K,N,J,0,M,N, ,Y,N,Y, ,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y, , ,Y,Y, , ,Y,Y,Y,Y, ,Y,Y,Y,Y,Y,A,S,L
12.9333333330001,55.583333333,1629,24220,23860,LIMHAMN,SE,55.583333,12.933333,55,35,N,12,56,E,194,44051,V,CB,G,N,N, ,Y,Y,M,L,M, ,3,L,Y, ,N,N,Y,Y,Y, ,Y, ,Y, , , ,Y,Y, , ,Y,Y,Y,Y, , , ,Y, , ,N,Y, , , , , ,Y, , , , , , ,Y,Y, ,Y,Y,A,S,L
13.15,55.3666666670001,1630,24250,23860,TRELLEBORG,SE,55.366667,13.15,55,22,N,13,9,E,194,44100,S,CB,G,N,N,Y,Y, ,M,M,L,L,1,L,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, ,Y, , ,Y,Y, ,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y, , , ,Y,Y,Y, , , , ,Y,Y,Y,Y, , ,C, ,S
13.833333333,55.4333333330001,1631,24260,23860,YSTAD,SE,55.433333,13.833333,55,26,N,13,50,E,194,44120,S,CB,G,N,N, ,Y,Y,M,M,N, ,1,M,Y, ,Y,N,Y,Y,Y, , , ,Y,N, , , , ,Y, ,Y,Y, , , , , ,Y,Y, ,N,Y,Y, , , ,Y,Y,Y, , , , , ,Y,Y, , , ,C, ,S
14.3666666670001,55.5500000000001,1632,24280,23860,SIMRISHAMN,SE,55.55,14.366667,55,33,N,14,22,E,194,44120,S,CT,F,N,Y,Y,Y,N,N,G,N, ,0,M,Y, ,N,N,Y, ,Y, , , , , ,Y, , , ,Y, ,Y, ,Y,Y, , , ,Y, , ,N, ,Y, , , , ,Y, , , , , ,Y,Y,Y, , , ,C, , 
14.3166666670001,55.9333333330001,1633,24300,23860,AHUS,SE,55.933333,14.316667,55,56,N,14,19,E,194,44120,S,RB,G,N,N,Y,Y, ,L,N,L,L,0,M, ,Y,Y,N,Y,Y,Y, , , ,Y, ,Y, , , ,Y, ,Y, , , , , , ,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y, , , , ,Y,Y,Y, , , ,C, , 
14.583333333,56.0500000000001,1634,24310,23860,SOLVESBORG,SE,56.05,14.583333,56,3,N,14,35,E,194,44120,S,CN,E,N,N,Y,Y, ,M,M,M,M,1,M,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, ,Y, , , ,Y, ,Y, ,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y, , ,Y, ,Y, , , , ,Y,Y,Y, , , ,B,S, 
14.8666666670001,56.1666666670001,1635,24370,23860,KARLSHAMN,SE,56.166667,14.866667,56,10,N,14,52,E,194,44105,M,RN,G,N,Y,N,Y, ,H,J,N,J,0,M,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, , ,Y, , ,Y, ,Y,Y,Y,Y, , , ,Y,Y,Y,Y,Y,Y, ,Y, ,Y, ,Y,N,N,N,N, ,Y,Y,Y, ,Y,C,S,M
15.3000000000001,56.1833333330001,1636,24440,23860,RONNEBY,SE,56.183333,15.3,56,11,N,15,18,E,194,44120,S,RN,G,N,N,Y,Y, ,N,M,N,N,0,M,Y, ,Y,N,Y,Y,Y, ,Y,N,Y,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y,Y, , ,Y, ,Y, , , ,Y,Y,Y, , , , , ,Y,Y, , , ,C, , 
15.6,56.1666666670001,1637,24460,23860,KARLSKRONA,SE,56.166667,15.6,56,10,N,15,36,E,194,44120,V,CB,G,N,Y,N,Y,Y,M,M,P,M,1,M,Y, ,Y,N,Y,Y,Y,Y,Y, ,Y, ,Y, , , ,Y, ,Y,Y,Y,Y, , , ,Y, , ,Y,Y,Y,Y,Y, , ,Y, , , , , , ,Y,Y, ,Y,Y,C,M, 
16.1,56.3833333330001,1638,24530,23860,BERGKVARA,SE,56.383333,16.1,56,23,N,16,6,E,194,44140,V,OR,F,N,N,N,Y,Y,N,M,O, ,1,M,Y, ,N,N,Y,Y,Y, ,Y, ,Y, , , ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y, ,Y, , , , , ,Y,Y, , ,Y, ,Y,Y, , , ,C, , 
16.3666666670001,56.6666666670001,1639,24570,23860,KALMAR,SE,56.666667,16.366667,56,40,N,16,22,E,194,44161,V,CB,G,N,N,Y,Y,Y,M,M,N,M,0,M,Y, ,Y,N,Y,Y, , ,Y, ,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y,Y, , , ,Y,Y, ,Y,Y,Y,Y, ,Y,Y,Y,Y, , , , ,Y,Y,Y, , ,Y,C,M,M
16.5666666670001,57.1000000000001,1640,24635,23860,STORA JATTERSON,SE,57.1,16.566667,57,6,N,16,34,E,194,44015,V,OR,F,N,N,N,Y,N,M,K, ,L,0,M,Y, ,N,N,Y,Y, , , , , , , , ,Y, , , , , ,Y,Y, , , , , , ,N, , , , , , , , , , , , , , , , , , , , , 
10.5666666670001,59.5500000000001,1641,23823,20620,TOFTE,NO,59.55,10.566667,59,33,N,10,34,E,193,43371,V,CN,F,N,N,N,Y, , ,C,J, ,0,M, , ,Y,N,Y,Y, , , , ,Y, , , ,Y,Y, , , , ,Y,Y, , , , , , ,N,Y, , , , , ,Y, , , , , ,Y,Y, , , , , , , 
10.6833333330001,59.466666667,1642,23829,20620,KAMBO,NO,59.466667,10.683333,59,28,N,10,41,E,193,43370,V,CN,G,N,N,N,Y,Y,N,A,K,G,0,M,Y, ,N,N,Y,N,Y, , , , , ,Y,Y,Y, ,Y,Y,Y,Y,Y,Y, , , , , , , ,Y, , , , , ,Y, , , , , , ,Y, , , , ,C, ,M
5.76666666700004,59.8666666670001,1643,23355,20620,HUSNES,NO,59.866667,5.766667,59,52,N,5,46,E,182,43320,V,CB,G,N,N,N,Y,Y, ,F,K, ,1,L,Y,Y,Y,N,Y,Y, , , ,N,Y, ,Y, ,Y, ,Y,Y, , ,Y,Y, , , ,Y, , ,N, ,Y, , , , ,Y,Y, , , , , ,Y,N,N,N,N,C, , 
5.26666666700004,59.4166666670001,1644,23440,20620,HAUGESUND,NO,59.416667,5.266667,59,25,N,5,16,E,182,43324,S,CN,E,N,N,N,Y,Y,J,C,N,J,1,M,Y,Y,Y,N,Y,Y, , ,Y, ,Y, ,Y, , , ,Y,Y,Y, ,Y,Y, ,Y, ,Y,Y, ,Y,Y,Y,Y,Y,Y,Y,Y,Y, , ,Y, , ,Y,Y, ,Y,Y,C,M, 
5.31666666700005,59.283333333,1645,23450,20620,KOPERVIK,NO,59.283333,5.316667,59,17,N,5,19,E,182,43324,V,OR,G,N,N,N,Y,Y,N,K,N,L,0, , , ,N,N,Y, ,Y,Y,Y, ,Y, ,Y,Y,Y, ,Y,Y,Y, ,Y,Y, , , ,Y, , ,Y, ,Y,Y,Y,Y, , ,Y, , , , , ,Y,Y, , , ,C,M, 
